Skoleår;Utdanningsprogram;Nivå;Skole;Fullførtkode;B;H;I;M;S
2022/23;Alle utdanningsprogram;Totalt;Vestfold;;6 669;251;327;388;262
2022/23;Alle utdanningsprogram;Totalt;Eksamenskontoret i Vestfold;;0;1;0;0;0
2022/23;Alle utdanningsprogram;Totalt;Færder videregående skole;;532;31;34;35;29
2022/23;Alle utdanningsprogram;Totalt;Greveskogen videregående skole;;669;16;30;54;14
2022/23;Alle utdanningsprogram;Totalt;Holmestrand videregående skole;;137;16;12;13;14
2022/23;Alle utdanningsprogram;Totalt;Horten videregående skole;;868;37;56;52;26
2022/23;Alle utdanningsprogram;Totalt;Melsom videregående skole;;131;0;6;14;11
2022/23;Alle utdanningsprogram;Totalt;Nøtterøy videregående skole;;505;2;30;29;8
2022/23;Alle utdanningsprogram;Totalt;Re videregående skole;;715;22;16;18;13
2022/23;Alle utdanningsprogram;Totalt;Sande videregående skole;;325;9;14;18;9
2022/23;Alle utdanningsprogram;Totalt;Sandefjord videregående skole;;1 582;85;76;105;70
2022/23;Alle utdanningsprogram;Totalt;Thor Heyerdahl videregående skole;;1 205;32;53;50;68
2022/23;BA;Totalt;Vestfold;;306;12;19;30;35
2022/23;BA;vg1;Vestfold;;167;7;14;21;25
2022/23;BA;vg1;Færder videregående skole;;53;2;5;12;4
2022/23;BA;vg1;Re videregående skole;;68;1;1;1;4
2022/23;BA;vg1;Thor Heyerdahl videregående skole;;46;4;8;8;17
2022/23;BA;vg2;Vestfold;;139;5;5;9;10
2022/23;BA;vg2;Færder videregående skole;;42;1;4;2;5
2022/23;BA;vg2;Re videregående skole;;56;3;1;4;2
2022/23;BA;vg2;Thor Heyerdahl videregående skole;;41;1;0;3;3
2022/23;EL;Totalt;Vestfold;;362;7;11;3;9
2022/23;EL;vg1;Vestfold;;192;4;2;2;4
2022/23;EL;vg1;Færder videregående skole;;59;2;0;1;2
2022/23;EL;vg1;Horten videregående skole;;29;1;1;1;1
2022/23;EL;vg1;Sande videregående skole;;27;0;0;0;1
2022/23;EL;vg1;Sandefjord videregående skole;;29;1;1;0;0
2022/23;EL;vg1;Thor Heyerdahl videregående skole;;48;0;0;0;0
2022/23;EL;vg2;Vestfold;;138;3;7;0;4
2022/23;EL;vg2;Færder videregående skole;;32;0;0;0;0
2022/23;EL;vg2;Horten videregående skole;;26;2;0;0;3
2022/23;EL;vg2;Sande videregående skole;;13;0;1;0;0
2022/23;EL;vg2;Sandefjord videregående skole;;21;0;5;0;1
2022/23;EL;vg2;Thor Heyerdahl videregående skole;;46;1;1;0;0
2022/23;EL;vg3;Vestfold;;32;0;2;1;1
2022/23;EL;vg3;Færder videregående skole;;17;0;0;0;0
2022/23;EL;vg3;Horten videregående skole;;8;0;1;0;0
2022/23;EL;vg3;Sandefjord videregående skole;;7;0;1;1;1
2022/23;FD;Totalt;Vestfold;;96;10;4;13;17
2022/23;FD;vg1;Vestfold;;42;4;4;7;11
2022/23;FD;vg1;Horten videregående skole;;14;2;1;3;5
2022/23;FD;vg1;Sandefjord videregående skole;;28;2;3;4;6
2022/23;FD;vg2;Vestfold;;46;6;0;5;6
2022/23;FD;vg2;Horten videregående skole;;10;1;0;1;0
2022/23;FD;vg2;Sandefjord videregående skole;;36;5;0;4;6
2022/23;FD;vg3;Vestfold;;8;0;0;1;0
2022/23;FD;vg3;Sandefjord videregående skole;;8;0;0;1;0
2022/23;HS;Totalt;Vestfold;;691;27;41;39;45
2022/23;HS;vg1;Vestfold;;322;14;24;22;25
2022/23;HS;vg1;Holmestrand videregående skole;;20;0;1;0;1
2022/23;HS;vg1;Horten videregående skole;;55;8;3;4;2
2022/23;HS;vg1;Nøtterøy videregående skole;;34;0;4;6;2
2022/23;HS;vg1;Re videregående skole;;68;2;1;1;3
2022/23;HS;vg1;Sande videregående skole;;20;2;2;3;4
2022/23;HS;vg1;Sandefjord videregående skole;;71;1;8;7;8
2022/23;HS;vg1;Thor Heyerdahl videregående skole;;54;1;5;1;5
2022/23;HS;vg2;Vestfold;;339;13;15;15;17
2022/23;HS;vg2;Holmestrand videregående skole;;10;0;0;2;2
2022/23;HS;vg2;Horten videregående skole;;56;3;1;1;2
2022/23;HS;vg2;Nøtterøy videregående skole;;47;0;5;3;3
2022/23;HS;vg2;Re videregående skole;;50;5;2;1;2
2022/23;HS;vg2;Sande videregående skole;;46;0;2;0;0
2022/23;HS;vg2;Sandefjord videregående skole;;81;3;4;8;3
2022/23;HS;vg2;Thor Heyerdahl videregående skole;;49;2;1;0;5
2022/23;HS;vg3;Vestfold;;30;0;2;2;3
2022/23;HS;vg3;Nøtterøy videregående skole;;11;0;0;1;2
2022/23;HS;vg3;Sandefjord videregående skole;;19;0;2;1;1
2022/23;ID;Totalt;Vestfold;;560;6;16;14;2
2022/23;ID;vg1;Vestfold;;199;2;3;1;1
2022/23;ID;vg1;Horten videregående skole;;30;0;0;0;0
2022/23;ID;vg1;Re videregående skole;;58;0;1;0;0
2022/23;ID;vg1;Sande videregående skole;;21;0;1;0;0
2022/23;ID;vg1;Sandefjord videregående skole;;29;1;1;1;0
2022/23;ID;vg1;Thor Heyerdahl videregående skole;;61;1;0;0;1
2022/23;ID;vg2;Vestfold;;182;2;5;4;0
2022/23;ID;vg2;Horten videregående skole;;27;1;0;3;0
2022/23;ID;vg2;Re videregående skole;;55;1;1;0;0
2022/23;ID;vg2;Sande videregående skole;;17;0;0;1;0
2022/23;ID;vg2;Sandefjord videregående skole;;31;0;0;0;0
2022/23;ID;vg2;Thor Heyerdahl videregående skole;;52;0;4;0;0
2022/23;ID;vg3;Vestfold;;179;2;8;9;1
2022/23;ID;vg3;Horten videregående skole;;24;1;1;3;0
2022/23;ID;vg3;Re videregående skole;;55;0;0;2;1
2022/23;ID;vg3;Sande videregående skole;;16;0;3;4;0
2022/23;ID;vg3;Sandefjord videregående skole;;27;0;0;0;0
2022/23;ID;vg3;Thor Heyerdahl videregående skole;;57;1;4;0;0
2022/23;IM;Totalt;Vestfold;;123;3;2;11;4
2022/23;IM;vg1;Vestfold;;69;3;1;5;2
2022/23;IM;vg1;Greveskogen videregående skole;;29;0;0;0;1
2022/23;IM;vg1;Horten videregående skole;;12;2;0;3;0
2022/23;IM;vg1;Sandefjord videregående skole;;28;1;1;2;1
2022/23;IM;vg2;Vestfold;;54;0;1;6;2
2022/23;IM;vg2;Greveskogen videregående skole;;16;0;0;0;1
2022/23;IM;vg2;Horten videregående skole;;14;0;0;2;0
2022/23;IM;vg2;Sandefjord videregående skole;;24;0;1;4;1
2022/23;KD;Totalt;Vestfold;;132;22;14;12;1
2022/23;KD;vg1;Vestfold;;61;9;7;6;0
2022/23;KD;vg1;Færder videregående skole;;41;4;4;3;0
2022/23;KD;vg1;Sandefjord videregående skole;;20;5;3;3;0
2022/23;KD;vg2;Vestfold;;36;9;3;5;0
2022/23;KD;vg2;Færder videregående skole;;20;8;1;2;0
2022/23;KD;vg2;Sandefjord videregående skole;;16;1;2;3;0
2022/23;KD;vg3;Vestfold;;35;4;4;1;1
2022/23;KD;vg3;Færder videregående skole;;21;1;4;0;1
2022/23;KD;vg3;Sandefjord videregående skole;;14;3;0;1;0
2022/23;MD;Totalt;Vestfold;;234;11;8;10;2
2022/23;MD;vg1;Vestfold;;83;3;3;6;0
2022/23;MD;vg1;Greveskogen videregående skole;;20;0;1;0;0
2022/23;MD;vg1;Sandefjord videregående skole;;41;3;0;2;0
2022/23;MD;vg1;Thor Heyerdahl videregående skole;;22;0;2;4;0
2022/23;MD;vg2;Vestfold;;73;3;4;2;1
2022/23;MD;vg2;Greveskogen videregående skole;;21;1;1;1;0
2022/23;MD;vg2;Sandefjord videregående skole;;36;2;2;1;1
2022/23;MD;vg2;Thor Heyerdahl videregående skole;;16;0;1;0;0
2022/23;MD;vg3;Vestfold;;78;5;1;2;1
2022/23;MD;vg3;Greveskogen videregående skole;;26;0;1;2;0
2022/23;MD;vg3;Sandefjord videregående skole;;30;3;0;0;1
2022/23;MD;vg3;Thor Heyerdahl videregående skole;;22;2;0;0;0
2022/23;ME;Totalt;Vestfold;;156;3;13;12;9
2022/23;ME;vg1;Vestfold;;42;1;5;9;6
2022/23;ME;vg1;Horten videregående skole;;15;0;5;7;4
2022/23;ME;vg1;Melsom videregående skole;;4;0;0;1;1
2022/23;ME;vg1;Thor Heyerdahl videregående skole;;23;1;0;1;1
2022/23;ME;vg2;Vestfold;;49;1;5;1;3
2022/23;ME;vg2;Horten videregående skole;;20;1;2;0;0
2022/23;ME;vg2;Melsom videregående skole;;7;0;1;0;0
2022/23;ME;vg2;Sande videregående skole;;6;0;1;0;0
2022/23;ME;vg2;Thor Heyerdahl videregående skole;;16;0;1;1;3
2022/23;ME;vg3;Vestfold;;65;1;3;2;0
2022/23;ME;vg3;Horten videregående skole;;21;0;2;1;0
2022/23;ME;vg3;Melsom videregående skole;;9;0;0;0;0
2022/23;ME;vg3;Sande videregående skole;;10;0;0;1;0
2022/23;ME;vg3;Thor Heyerdahl videregående skole;;25;1;1;0;0
2022/23;NA;Totalt;Vestfold;;74;0;0;6;7
2022/23;NA;vg1;Vestfold;;32;0;0;4;6
2022/23;NA;vg1;Melsom videregående skole;;32;0;0;4;6
2022/23;NA;vg2;Vestfold;;29;0;0;1;1
2022/23;NA;vg2;Melsom videregående skole;;29;0;0;1;1
2022/23;NA;vg3;Vestfold;;13;0;0;1;0
2022/23;NA;vg3;Melsom videregående skole;;13;0;0;1;0
2022/23;PB;Totalt;Vestfold;;342;20;35;32;22
2022/23;PB;vg3;Vestfold;;342;20;35;32;22
2022/23;PB;vg3;Eksamenskontoret i Vestfold;;0;1;0;0;0
2022/23;PB;vg3;Færder videregående skole;;108;7;14;7;6
2022/23;PB;vg3;Holmestrand videregående skole;;11;1;3;5;6
2022/23;PB;vg3;Horten videregående skole;;44;3;3;3;1
2022/23;PB;vg3;Melsom videregående skole;;11;0;5;6;2
2022/23;PB;vg3;Nøtterøy videregående skole;;12;0;1;0;0
2022/23;PB;vg3;Re videregående skole;;29;1;0;0;0
2022/23;PB;vg3;Sande videregående skole;;17;0;0;1;0
2022/23;PB;vg3;Sandefjord videregående skole;;68;4;3;4;3
2022/23;PB;vg3;Thor Heyerdahl videregående skole;;42;3;6;6;4
2022/23;RM;Totalt;Vestfold;;90;10;4;13;11
2022/23;RM;vg1;Vestfold;;48;10;4;7;7
2022/23;RM;vg1;Greveskogen videregående skole;;19;3;3;2;1
2022/23;RM;vg1;Holmestrand videregående skole;;5;5;0;2;1
2022/23;RM;vg1;Sandefjord videregående skole;;14;2;0;2;1
2022/23;RM;vg1;Thor Heyerdahl videregående skole;;10;0;1;1;4
2022/23;RM;vg2;Vestfold;;42;0;0;6;4
2022/23;RM;vg2;Greveskogen videregående skole;;19;0;0;4;2
2022/23;RM;vg2;Thor Heyerdahl videregående skole;;23;0;0;2;2
2022/23;SR;Totalt;Vestfold;;229;8;4;29;25
2022/23;SR;vg1;Vestfold;;140;5;3;19;16
2022/23;SR;vg1;Greveskogen videregående skole;;28;2;3;5;2
2022/23;SR;vg1;Horten videregående skole;;16;0;0;2;1
2022/23;SR;vg1;Sandefjord videregående skole;;57;1;0;9;9
2022/23;SR;vg1;Thor Heyerdahl videregående skole;;39;2;0;3;4
2022/23;SR;vg2;Vestfold;;89;3;1;10;9
2022/23;SR;vg2;Greveskogen videregående skole;;11;0;0;2;0
2022/23;SR;vg2;Horten videregående skole;;8;3;0;3;1
2022/23;SR;vg2;Sandefjord videregående skole;;51;0;0;4;4
2022/23;SR;vg2;Thor Heyerdahl videregående skole;;19;0;1;1;4
2022/23;ST;Totalt;Vestfold;;2 897;96;146;141;32
2022/23;ST;vg1;Vestfold;;984;46;43;42;17
2022/23;ST;vg1;Greveskogen videregående skole;;173;5;4;21;5
2022/23;ST;vg1;Holmestrand videregående skole;;26;5;0;0;0
2022/23;ST;vg1;Horten videregående skole;;131;1;13;3;0
2022/23;ST;vg1;Melsom videregående skole;;12;0;0;1;0
2022/23;ST;vg1;Nøtterøy videregående skole;;155;1;8;8;1
2022/23;ST;vg1;Re videregående skole;;79;5;3;2;0
2022/23;ST;vg1;Sande videregående skole;;35;4;0;1;1
2022/23;ST;vg1;Sandefjord videregående skole;;226;20;14;4;7
2022/23;ST;vg1;Thor Heyerdahl videregående skole;;147;5;1;2;3
2022/23;ST;vg2;Vestfold;;982;32;56;46;8
2022/23;ST;vg2;Greveskogen videregående skole;;146;4;11;9;2
2022/23;ST;vg2;Holmestrand videregående skole;;39;1;5;2;0
2022/23;ST;vg2;Horten videregående skole;;128;6;6;4;0
2022/23;ST;vg2;Melsom videregående skole;;7;0;0;0;0
2022/23;ST;vg2;Nøtterøy videregående skole;;119;1;4;8;0
2022/23;ST;vg2;Re videregående skole;;110;2;4;3;1
2022/23;ST;vg2;Sande videregående skole;;34;0;2;2;0
2022/23;ST;vg2;Sandefjord videregående skole;;258;15;15;13;3
2022/23;ST;vg2;Thor Heyerdahl videregående skole;;141;3;9;5;2
2022/23;ST;vg3;Vestfold;;931;18;47;53;7
2022/23;ST;vg3;Greveskogen videregående skole;;161;1;6;8;0
2022/23;ST;vg3;Holmestrand videregående skole;;16;2;3;2;0
2022/23;ST;vg3;Horten videregående skole;;148;1;13;7;2
2022/23;ST;vg3;Melsom videregående skole;;7;0;0;0;1
2022/23;ST;vg3;Nøtterøy videregående skole;;127;0;8;3;0
2022/23;ST;vg3;Re videregående skole;;87;2;2;4;0
2022/23;ST;vg3;Sande videregående skole;;33;1;1;0;0
2022/23;ST;vg3;Sandefjord videregående skole;;242;11;9;21;3
2022/23;ST;vg3;Thor Heyerdahl videregående skole;;110;0;5;8;1
2022/23;TP;Totalt;Vestfold;;377;16;10;23;41
2022/23;TP;vg1;Vestfold;;203;9;7;17;29
2022/23;TP;vg1;Færder videregående skole;;63;3;1;5;4
2022/23;TP;vg1;Holmestrand videregående skole;;10;2;0;0;4
2022/23;TP;vg1;Horten videregående skole;;21;0;4;1;4
2022/23;TP;vg1;Sande videregående skole;;17;2;1;4;3
2022/23;TP;vg1;Sandefjord videregående skole;;40;1;1;4;7
2022/23;TP;vg1;Thor Heyerdahl videregående skole;;52;1;0;3;7
2022/23;TP;vg2;Vestfold;;174;7;3;6;12
2022/23;TP;vg2;Færder videregående skole;;76;3;1;3;7
2022/23;TP;vg2;Horten videregående skole;;11;1;0;0;0
2022/23;TP;vg2;Sande videregående skole;;13;0;0;1;0
2022/23;TP;vg2;Sandefjord videregående skole;;30;0;0;1;3
2022/23;TP;vg2;Thor Heyerdahl videregående skole;;44;3;2;1;2
2022/23;Alle utdanningsprogram;vg1;Vestfold;;2 584;117;120;168;149
2022/23;Alle utdanningsprogram;vg1;Færder videregående skole;;216;11;10;21;10
2022/23;Alle utdanningsprogram;vg1;Greveskogen videregående skole;;269;10;11;28;9
2022/23;Alle utdanningsprogram;vg1;Holmestrand videregående skole;;61;12;1;2;6
2022/23;Alle utdanningsprogram;vg1;Horten videregående skole;;323;14;27;24;17
2022/23;Alle utdanningsprogram;vg1;Melsom videregående skole;;48;0;0;6;7
2022/23;Alle utdanningsprogram;vg1;Nøtterøy videregående skole;;189;1;12;14;3
2022/23;Alle utdanningsprogram;vg1;Re videregående skole;;273;8;6;4;7
2022/23;Alle utdanningsprogram;vg1;Sande videregående skole;;120;8;4;8;9
2022/23;Alle utdanningsprogram;vg1;Sandefjord videregående skole;;583;38;32;38;39
2022/23;Alle utdanningsprogram;vg1;Thor Heyerdahl videregående skole;;502;15;17;23;42
2022/23;Alle utdanningsprogram;vg2;Vestfold;;2 372;84;105;116;77
2022/23;Alle utdanningsprogram;vg2;Færder videregående skole;;170;12;6;7;12
2022/23;Alle utdanningsprogram;vg2;Greveskogen videregående skole;;213;5;12;16;5
2022/23;Alle utdanningsprogram;vg2;Holmestrand videregående skole;;49;1;5;4;2
2022/23;Alle utdanningsprogram;vg2;Horten videregående skole;;300;18;9;14;6
2022/23;Alle utdanningsprogram;vg2;Melsom videregående skole;;43;0;1;1;1
2022/23;Alle utdanningsprogram;vg2;Nøtterøy videregående skole;;166;1;9;11;3
2022/23;Alle utdanningsprogram;vg2;Re videregående skole;;271;11;8;8;5
2022/23;Alle utdanningsprogram;vg2;Sande videregående skole;;129;0;6;4;0
2022/23;Alle utdanningsprogram;vg2;Sandefjord videregående skole;;584;26;29;38;22
2022/23;Alle utdanningsprogram;vg2;Thor Heyerdahl videregående skole;;447;10;20;13;21
2022/23;Alle utdanningsprogram;vg3;Vestfold;;1 713;50;102;104;36
2022/23;Alle utdanningsprogram;vg3;Eksamenskontoret i Vestfold;;0;1;0;0;0
2022/23;Alle utdanningsprogram;vg3;Færder videregående skole;;146;8;18;7;7
2022/23;Alle utdanningsprogram;vg3;Greveskogen videregående skole;;187;1;7;10;0
2022/23;Alle utdanningsprogram;vg3;Holmestrand videregående skole;;27;3;6;7;6
2022/23;Alle utdanningsprogram;vg3;Horten videregående skole;;245;5;20;14;3
2022/23;Alle utdanningsprogram;vg3;Melsom videregående skole;;40;0;5;7;3
2022/23;Alle utdanningsprogram;vg3;Nøtterøy videregående skole;;150;0;9;4;2
2022/23;Alle utdanningsprogram;vg3;Re videregående skole;;171;3;2;6;1
2022/23;Alle utdanningsprogram;vg3;Sande videregående skole;;76;1;4;6;0
2022/23;Alle utdanningsprogram;vg3;Sandefjord videregående skole;;415;21;15;29;9
2022/23;Alle utdanningsprogram;vg3;Thor Heyerdahl videregående skole;;256;7;16;14;5
2021/22;Alle utdanningsprogram;Totalt;Vestfold;;6 838;276;227;329;223
2021/22;Alle utdanningsprogram;vg1;Vestfold;;2 575;147;88;108;107
2021/22;Alle utdanningsprogram;vg1;Færder videregående skole;;158;15;10;8;10
2021/22;Alle utdanningsprogram;vg1;Greveskogen videregående skole;;240;3;12;13;8
2021/22;Alle utdanningsprogram;vg1;Holmestrand videregående skole;;72;7;0;9;4
2021/22;Alle utdanningsprogram;vg1;Horten videregående skole;;360;15;5;18;16
2021/22;Alle utdanningsprogram;vg1;Melsom videregående skole;;49;0;4;8;2
2021/22;Alle utdanningsprogram;vg1;Nøtterøy videregående skole;;176;1;15;2;6
2021/22;Alle utdanningsprogram;vg1;Re videregående skole;;298;7;1;4;3
2021/22;Alle utdanningsprogram;vg1;Sande videregående skole;;128;12;4;3;2
2021/22;Alle utdanningsprogram;vg1;Sandefjord videregående skole;;612;45;33;23;35
2021/22;Alle utdanningsprogram;vg1;Thor Heyerdahl videregående skole;;482;42;4;20;21
2021/22;Alle utdanningsprogram;vg2;Vestfold;;2 421;79;93;134;84
2021/22;Alle utdanningsprogram;vg2;Færder videregående skole;;191;8;8;7;13
2021/22;Alle utdanningsprogram;vg2;Greveskogen videregående skole;;261;3;7;12;3
2021/22;Alle utdanningsprogram;vg2;Holmestrand videregående skole;;36;0;2;4;1
2021/22;Alle utdanningsprogram;vg2;Horten videregående skole;;306;11;12;24;13
2021/22;Alle utdanningsprogram;vg2;Melsom videregående skole;;50;0;2;12;1
2021/22;Alle utdanningsprogram;vg2;Nøtterøy videregående skole;;171;4;5;7;2
2021/22;Alle utdanningsprogram;vg2;Re videregående skole;;271;6;6;4;9
2021/22;Alle utdanningsprogram;vg2;Sande videregående skole;;133;1;3;2;2
2021/22;Alle utdanningsprogram;vg2;Sandefjord videregående skole;;539;24;31;46;27
2021/22;Alle utdanningsprogram;vg2;Thor Heyerdahl videregående skole;;463;22;17;16;13
2021/22;Alle utdanningsprogram;vg3;Vestfold;;1 842;50;46;87;32
2021/22;Alle utdanningsprogram;vg3;Færder videregående skole;;193;2;8;12;8
2021/22;Alle utdanningsprogram;vg3;Greveskogen videregående skole;;177;8;5;5;3
2021/22;Alle utdanningsprogram;vg3;Holmestrand videregående skole;;55;1;1;10;2
2021/22;Alle utdanningsprogram;vg3;Horten videregående skole;;238;4;4;17;3
2021/22;Alle utdanningsprogram;vg3;Melsom videregående skole;;32;1;4;4;3
2021/22;Alle utdanningsprogram;vg3;Nøtterøy videregående skole;;161;2;4;10;1
2021/22;Alle utdanningsprogram;vg3;Re videregående skole;;172;1;0;1;1
2021/22;Alle utdanningsprogram;vg3;Sande videregående skole;;93;0;0;2;0
2021/22;Alle utdanningsprogram;vg3;Sandefjord videregående skole;;420;28;19;20;8
2021/22;Alle utdanningsprogram;vg3;Thor Heyerdahl videregående skole;;301;3;1;6;3
2021/22;BA;Totalt;Vestfold;;338;14;9;15;20
2021/22;BA;vg1;Vestfold;;184;8;6;11;6
2021/22;BA;vg1;Færder videregående skole;;48;1;6;6;2
2021/22;BA;vg1;Re videregående skole;;76;0;0;1;1
2021/22;BA;vg1;Thor Heyerdahl videregående skole;;60;7;0;4;3
2021/22;BA;vg2;Vestfold;;154;6;3;4;14
2021/22;BA;vg2;Færder videregående skole;;50;4;2;2;8
2021/22;BA;vg2;Re videregående skole;;64;2;0;0;5
2021/22;BA;vg2;Thor Heyerdahl videregående skole;;40;0;1;2;1
2021/22;DH;Totalt;Vestfold;;11;0;0;0;2
2021/22;DH;vg3;Vestfold;;11;0;0;0;2
2021/22;DH;vg3;Sandefjord videregående skole;;11;0;0;0;2
2021/22;EL;Totalt;Vestfold;;349;12;7;3;12
2021/22;EL;vg1;Vestfold;;155;4;1;1;5
2021/22;EL;vg1;Færder videregående skole;;43;0;0;0;2
2021/22;EL;vg1;Horten videregående skole;;26;2;0;0;2
2021/22;EL;vg1;Sande videregående skole;;14;1;0;0;0
2021/22;EL;vg1;Sandefjord videregående skole;;24;1;1;1;1
2021/22;EL;vg1;Thor Heyerdahl videregående skole;;48;0;0;0;0
2021/22;EL;vg2;Vestfold;;164;8;1;2;6
2021/22;EL;vg2;Færder videregående skole;;43;2;0;0;0
2021/22;EL;vg2;Horten videregående skole;;28;1;0;1;3
2021/22;EL;vg2;Sande videregående skole;;27;0;0;1;0
2021/22;EL;vg2;Sandefjord videregående skole;;19;4;1;0;3
2021/22;EL;vg2;Thor Heyerdahl videregående skole;;47;1;0;0;0
2021/22;EL;vg3;Vestfold;;30;0;5;0;1
2021/22;EL;vg3;Færder videregående skole;;16;0;0;0;0
2021/22;EL;vg3;Horten videregående skole;;7;0;1;0;1
2021/22;EL;vg3;Sandefjord videregående skole;;7;0;4;0;0
2021/22;FD;Totalt;Vestfold;;71;11;6;6;11
2021/22;FD;vg1;Vestfold;;48;9;5;3;7
2021/22;FD;vg1;Horten videregående skole;;22;0;2;3;2
2021/22;FD;vg1;Sandefjord videregående skole;;26;9;3;0;5
2021/22;FD;vg2;Vestfold;;23;2;1;3;4
2021/22;FD;vg2;Horten videregående skole;;6;1;1;3;3
2021/22;FD;vg2;Sandefjord videregående skole;;17;1;0;0;1
2021/22;HS;Totalt;Vestfold;;742;47;27;29;37
2021/22;HS;vg1;Vestfold;;360;24;13;18;21
2021/22;HS;vg1;Holmestrand videregående skole;;14;2;0;1;1
2021/22;HS;vg1;Horten videregående skole;;67;4;0;5;2
2021/22;HS;vg1;Nøtterøy videregående skole;;42;0;7;2;4
2021/22;HS;vg1;Re videregående skole;;55;2;1;1;1
2021/22;HS;vg1;Sande videregående skole;;45;5;2;3;1
2021/22;HS;vg1;Sandefjord videregående skole;;86;5;3;2;9
2021/22;HS;vg1;Thor Heyerdahl videregående skole;;51;6;0;4;3
2021/22;HS;vg2;Vestfold;;357;22;7;10;16
2021/22;HS;vg2;Holmestrand videregående skole;;11;0;0;1;0
2021/22;HS;vg2;Horten videregående skole;;54;2;1;2;1
2021/22;HS;vg2;Nøtterøy videregående skole;;53;2;1;1;2
2021/22;HS;vg2;Re videregående skole;;63;4;2;2;2
2021/22;HS;vg2;Sande videregående skole;;32;1;0;0;0
2021/22;HS;vg2;Sandefjord videregående skole;;88;2;3;4;5
2021/22;HS;vg2;Thor Heyerdahl videregående skole;;56;11;0;0;6
2021/22;HS;vg3;Vestfold;;25;1;7;1;0
2021/22;HS;vg3;Nøtterøy videregående skole;;12;0;3;0;0
2021/22;HS;vg3;Sandefjord videregående skole;;13;1;4;1;0
2021/22;ID;Totalt;Vestfold;;570;4;13;5;3
2021/22;ID;vg1;Vestfold;;193;2;2;0;1
2021/22;ID;vg1;Horten videregående skole;;30;0;1;0;0
2021/22;ID;vg1;Re videregående skole;;57;0;0;0;0
2021/22;ID;vg1;Sande videregående skole;;18;1;0;0;1
2021/22;ID;vg1;Sandefjord videregående skole;;32;0;0;0;0
2021/22;ID;vg1;Thor Heyerdahl videregående skole;;56;1;1;0;0
2021/22;ID;vg2;Vestfold;;182;2;10;2;2
2021/22;ID;vg2;Horten videregående skole;;21;2;6;1;1
2021/22;ID;vg2;Re videregående skole;;54;0;1;1;0
2021/22;ID;vg2;Sande videregående skole;;21;0;2;0;0
2021/22;ID;vg2;Sandefjord videregående skole;;24;0;1;0;0
2021/22;ID;vg2;Thor Heyerdahl videregående skole;;62;0;0;0;1
2021/22;ID;vg3;Vestfold;;195;0;1;3;0
2021/22;ID;vg3;Horten videregående skole;;26;0;1;2;0
2021/22;ID;vg3;Re videregående skole;;57;0;0;0;0
2021/22;ID;vg3;Sande videregående skole;;19;0;0;0;0
2021/22;ID;vg3;Sandefjord videregående skole;;32;0;0;0;0
2021/22;ID;vg3;Thor Heyerdahl videregående skole;;61;0;0;1;0
2021/22;IM;Totalt;Vestfold;;111;1;2;6;3
2021/22;IM;vg1;Vestfold;;61;1;1;2;1
2021/22;IM;vg1;Greveskogen videregående skole;;14;0;0;2;0
2021/22;IM;vg1;Horten videregående skole;;15;1;0;0;0
2021/22;IM;vg1;Sandefjord videregående skole;;32;0;1;0;1
2021/22;IM;vg2;Vestfold;;50;0;1;4;2
2021/22;IM;vg2;Greveskogen videregående skole;;14;0;0;0;0
2021/22;IM;vg2;Horten videregående skole;;13;0;0;1;1
2021/22;IM;vg2;Sandefjord videregående skole;;23;0;1;3;1
2021/22;KD;Totalt;Vestfold;;120;18;11;10;3
2021/22;KD;vg1;Vestfold;;40;16;4;0;2
2021/22;KD;vg1;Færder videregående skole;;20;11;0;0;1
2021/22;KD;vg1;Sandefjord videregående skole;;20;5;4;0;1
2021/22;KD;vg2;Vestfold;;39;2;6;5;1
2021/22;KD;vg2;Færder videregående skole;;21;0;5;3;0
2021/22;KD;vg2;Sandefjord videregående skole;;18;2;1;2;1
2021/22;KD;vg3;Vestfold;;41;0;1;5;0
2021/22;KD;vg3;Færder videregående skole;;23;0;1;4;0
2021/22;KD;vg3;Sandefjord videregående skole;;18;0;0;1;0
2021/22;MD;Totalt;Vestfold;;250;11;10;10;7
2021/22;MD;vg1;Vestfold;;81;6;5;4;6
2021/22;MD;vg1;Greveskogen videregående skole;;24;0;2;0;4
2021/22;MD;vg1;Sandefjord videregående skole;;39;4;3;3;1
2021/22;MD;vg1;Thor Heyerdahl videregående skole;;18;2;0;1;1
2021/22;MD;vg2;Vestfold;;80;2;4;3;1
2021/22;MD;vg2;Greveskogen videregående skole;;27;0;1;0;0
2021/22;MD;vg2;Sandefjord videregående skole;;30;1;2;2;1
2021/22;MD;vg2;Thor Heyerdahl videregående skole;;23;1;1;1;0
2021/22;MD;vg3;Vestfold;;89;3;1;3;0
2021/22;MD;vg3;Greveskogen videregående skole;;26;1;0;2;0
2021/22;MD;vg3;Sandefjord videregående skole;;41;2;1;1;0
2021/22;MD;vg3;Thor Heyerdahl videregående skole;;22;0;0;0;0
2021/22;ME;Totalt;Vestfold;;191;4;4;22;10
2021/22;ME;vg1;Vestfold;;58;1;0;7;3
2021/22;ME;vg1;Horten videregående skole;;23;0;0;5;2
2021/22;ME;vg1;Melsom videregående skole;;7;0;0;2;0
2021/22;ME;vg1;Sande videregående skole;;6;0;0;0;0
2021/22;ME;vg1;Thor Heyerdahl videregående skole;;22;1;0;0;1
2021/22;ME;vg2;Vestfold;;59;3;3;8;4
